Team Number,Advisor,Problem,Ranking,Institution ID
Xiangtan,Jianmei Yuan,C,Successful Participant,1264
Guangzhou,Jianchao Chen,B,Honorable Mention,697
Jinan,Pengwei WANG,A,Successful Participant,366
Changsha,Qiulian Fang,B,Honorable Mention,1378
Harbin,Xilian Wang,A,Successful Participant,1021
Jinan,Shuqian Zhu,A,Unsuccessful,1349
Shenyang,Qingsong Tang,A,Successful Participant,1000
Richmond,Dickson Benesh,B,Successful Participant,531
Shanghai,Chungen Shen,A,Honorable Mention,1550
Bandung,Edy Soewono,B,Honorable Mention,891
Dalian,Xin Fan,A,Successful Participant,640
Shanghai,Xiaming Chen,B,Honorable Mention,177
Chongqing,Ming Lei,D,Honorable Mention,1592
Shenyang,Yuzhong Liu,B,Successful Participant,315
Dalian,Ming Zhu,A,Successful Participant,640
Guangzhou,Zhenglu Jiang,A,Successful Participant,1315
Tianjin,Chuanyong Li,A,Honorable Mention,169
HARBIN,SHU JUAN WANG,A,Honorable Mention,1041
Chengdu City,Donghong Tian,B,Successful Participant,834
Qingdao City,Zeng-Shun Zhao,D,Honorable Mention,1404
Durham,Bill Pardon,A,Meritorious,819
CHENGDU,Ping He,A,Successful Participant,1079
Kunming,Liucang Wu,B,Successful Participant,1328
shanghai,yan xiao ming,C,Successful Participant,798
Haidian,Wei Wang,A,Successful Participant,46
Nanjing,Xingang Jia,C,Successful Participant,686
Shanghai,Rongqiang Che,B,Successful Participant,1550
Changsha,Mingjian Zhang,B,Successful Participant,346
Chengdu,Guanghui Cheng,C,Honorable Mention,917
Buffalo,Yorck I SommerhÃ¤user,B,Meritorious,256
Guangzhou,Yanhui Li,B,Honorable Mention,1315
Bengbu,Chen Chun,A,Successful Participant,590
Tinjin,Ma zhihong,A,Successful Participant,539
Tianjin,Xuemei Sun,B,Successful Participant,569
Shanghai,Zhenli Xu,A,Successful Participant,1560
Nanjing,Rui Du,A,Honorable Mention,1074
Hefei,Qingwei Guo,C,Meritorious,1613
Beijing,Mei Lu,B,Meritorious,951
Taiyuan,Dongxing Guo,A,Successful Participant,65
Bengbu,Yan Yunxia,D,Honorable Mention,590
Beijing,Li Zhaoxiang,A,Successful Participant,619
Beijing,Andrew James Jarrett,D,Meritorious,1190
Toronto,Jane M Heffernan,B,Successful Participant,287
Shenyang,Shuangyun Xing,A,Honorable Mention,1096
Harbin,Hongzhi Wang,A,Successful Participant,1021
Beijing,Hui Hu,D,Honorable Mention,660
Kowloon,Yanping Lin,B,Successful Participant,190
Guangzgou,Yongan Tan,D,Successful Participant,1251
Beijing,Jianhua Yuan,A,Honorable Mention,83
Shenyang,Bo Wang,A,Honorable Mention,797
Shanghai,Jiansheng Yang,B,Successful Participant,474
Beijing,Lian Jiao,D,Successful Participant,411
Kunming,Chenglin Xu,D,Honorable Mention,416
Shenyang,Cao Luo,A,Successful Participant,813
Chaoyang District,Jian Hua TU,C,Honorable Mention,538
Xi'an,zhongmeng zhao,A,Honorable Mention,598
Fuzhou,Chuandong Chen,B,Honorable Mention,1295
Beijing,Na Sun,C,Honorable Mention,1018
Haikou,Chuang Li,A,Successful Participant,616
Youngstown,Paddy W. Taylor,B,Successful Participant,380
Dezhou,Xiulian Gao,D,Successful Participant,1148
Xining,Yanzhong Zhao,A,Successful Participant,143
Guangzhou,Jia Cai,A,Successful Participant,669
Guangzhou,Peixing Li,C,Honorable Mention,1315
GuangZhou,Weijian Ding,A,Successful Participant,1488
shanghai,xiaomin wang,D,Honorable Mention,515
Shanghai,Qin Yan,A,Successful Participant,21
Cincinnati,David J Gerberry,A,Honorable Mention,725
HanZhong,Lei Xu,A,Successful Participant,926
Wuhan,Jiaqing Chen,B,Meritorious,992
Hangzhou,Ding Zhengzhong,D,Meritorious,255
Hangzhou,Yikang Wang,B,Successful Participant,326
Taiyuan,Dongxi Li,C,Successful Participant,1326
Shanghai,BO WANG,A,Successful Participant,1560
tian jin,liulin li,A,Successful Participant,365
XI'AN,YANGXIA LUO,A,Meritorious,511
Jinan,Baodong Liu,B,Successful Participant,366
Huainan,Hui Lv,C,Successful Participant,1273
Beijing,Zixiong Peng,C,Successful Participant,306
Chengdu,Chuan Ding,B,Successful Participant,138
Shanghai,HongJuan Zhang,B,Successful Participant,474
Shenyang,Han Chunyan,B,Successful Participant,972
Tianjin,JIANYE AN,A,Successful Participant,871
Baoding,Zhenbing Zhao,B,Successful Participant,1307
Hangzhou,Cheng Wang,A,Meritorious,326
Zhuhai,Yuanbiao Zhang,A,Meritorious,343
Chengdu,Ping He,A,Meritorious,486
Milwaukee,Gabriella Pinter,A,Successful Participant,928
Shanghai,Jiachen Zou,A,Meritorious,1317
Qingdao,Yinjing Guo,D,Successful Participant,1244
Qingdao,Mou Haining,B,Successful Participant,32
Beijing,Tianping Shuai,C,Honorable Mention,83
Shanghai,Chengdong Dong,A,Successful Participant,390
Tangshan,Zhang Yongli,B,Successful Participant,268
Beijing,YING LIU,D,Honorable Mention,398
Beijing,Qingjie Yang,A,Successful Participant,1190
Shanghai,Zhijie Cai,B,Successful Participant,284
Shanghai,Mingsheng Yuan,C,Successful Participant,1181
Beijing,Yanfei Shu,A,Successful Participant,619
Beijing,Xiaoru Wang,D,Meritorious,1519
Shanghai,Huiliang Shang,A,Meritorious,1635
lanzhou,wenyu zhang,B,Successful Participant,1091
Jinan,Feifan Yuan,C,Honorable Mention,366
Beijing,Jinzhao Zhang,A,Successful Participant,398
Chengdu,Lin Bai,D,Honorable Mention,243
Guangzhou,Jiajun Zhang,D,Successful Participant,1315
Guang Zhou,Jian Deng,A,Meritorious,887
Tianjin,Liangfu Lv,A,Honorable Mention,1416
Chengdu,YunLong Sun,B,Successful Participant,138
Baoding,Hongshan Zhao,D,Successful Participant,1307
Qingdao,Jinxiao Liu,A,Successful Participant,1244
Hangzhou,Kai Zhou,C,Successful Participant,1245
Beijing,Xiaofan He,A,Successful Participant,1566
Shanghai,Xiaming Chen,B,Meritorious,177
Hangzhou,Jianming Dong,C,Successful Participant,75
Nanning,Li Youfa,C,Successful Participant,1240
Shanghai,ChunJie Su,B,Honorable Mention,1122
Dalian,Qingquan Wang,B,Successful Participant,636
Southfield,Ruth G Favro,B,Successful Participant,573
Seattle,Katie L Oliveras,B,Honorable Mention,1669
Changchun,Zou Yongkui,B,Successful Participant,658
WUHAN,Qiong Zhao,A,Successful Participant,1420
Beijing,Jianwei Niu,B,Successful Participant,1472
Haikou,Zhigang Wang,A,Meritorious,616
Nanjing,Jun Li,C,Successful Participant,816
Beijing,Keqi Chen,D,Successful Participant,306
Nanjing,Weihua Huang,A,Successful Participant,816
BEIJING,Qihou Liu,D,Honorable Mention,696
Shenzhen,Zhiyong Liu,A,Successful Participant,551
Dalian,Wang Jinzhi,A,Successful Participant,263
Beijing,Zengchang Qin,C,Successful Participant,1322
Beijing,Li Ge,B,Successful Participant,1414
Changchun,Dong heping,B,Successful Participant,658
Guangzhou,Yanhui Guan,B,Honorable Mention,1315
Zhuhai,Yuanbiao Zhang,C,Meritorious,343
WuHan,Wang Lei,A,Successful Participant,1194
Beijing,Shu Jinghong,D,Honorable Mention,639
Zhengzhou,Teachers Group,A,Honorable Mention,42
Beijing,Hong Xie,A,Honorable Mention,1190
Beibei,Lin Wei,A,Honorable Mention,294
Moorhead,Damiano Fulghesu,A,Successful Participant,854
Guangzhou,Minglan Wang,B,Successful Participant,130
Santa Barbara,VILMOS PROKAJ,A,Honorable Mention,92
Beijing,Lan Ding,A,Successful Participant,639
Tianjin,Jun Zhang,B,Honorable Mention,280
Beijing,Fengxia He,B,Meritorious,964
Beijing,Zuguo He,D,Meritorious,1165
Suzhou,Feng Liu,A,Successful Participant,460
Beijing,Huixia Mo,A,Successful Participant,70
Mianyang,Li lei min,A,Successful Participant,395
Shanghai,Xiangyong Li,A,Successful Participant,28
Shanghai,Jianming Zhu,D,Successful Participant,1181
Shenzhen,Jingzhi Li,A,Honorable Mention,333
Roanoke,Joshua Shelor,B,Honorable Mention,1418
Wuhan,Zhengxing Li,A,Successful Participant,457
Blacksburg,Robert C. Rogers,B,Successful Participant,205
Clarksville,Ramanjit K. Sahi,B,Successful Participant,1266
shenyang,Qicheng Xu,A,Successful Participant,1243
Guangzhou,Yan Zeng,A,Successful Participant,1506
Hefei,Kaiping Xue,A,Successful Participant,1486
Dalian,Lifeng Zhang,B,Successful Participant,1430
Xiangtan,Hongliang Liu,B,Successful Participant,1264
Shanghai,Yi-Shuai NIU,B,Meritorious,145
Tianjin,Wenhua Hou,A,Successful Participant,158
Beijing,Haiyan Sun,A,Honorable Mention,1322
Shanghai,Yuan Sun,C,Successful Participant,1342
Cincinnati,David J Gerberry,A,Successful Participant,725
Beijing,Guoguang Wen,C,Successful Participant,613
Shanghai,Peichao Zhang,A,Successful Participant,1321
Shanghai,Yuliang Wen,A,Honorable Mention,1317
Shanghai,Jun Wang,A,Successful Participant,681
Dezhou,Feng Wang,D,Successful Participant,1148
Harbin,Jingxin Zhang,A,Successful Participant,676
Beijing,XueYan Lin,D,Honorable Mention,1519
Wuhan,Zhuangchu Luo,A,Meritorious,36
Nanchang,Chen Tao,A,Meritorious,141
Beijing,Duokui Yan,A,Meritorious,1566
Lewisburg,Adam Piggott,B,Successful Participant,1654
Hangzhou,Kangsheng Liu,A,Honorable Mention,986
Harbin,Zhanguo Zhang,A,Successful Participant,1260
Chengdu,CHEN Qibing,B,Successful Participant,1648
Yantai,Guangchen Liu,A,Successful Participant,265
Guanghzou,FAN Suohai,C,Honorable Mention,586
Dalian,Yiwei Liu,D,Successful Participant,640
Wuhan,feng jiang,A,Successful Participant,985
Changsha,Wei Zhang,A,Meritorious,1378
Tianjin,Xiaowei Chen,D,Honorable Mention,158
Beijing,Lei Wang,A,Successful Participant,1563
Fuzhou,Fei Jiang,B,Honorable Mention,1295
Tianjin,xunwu Yin,B,Successful Participant,91
Hohhot,Xiaoyan He,B,Successful Participant,377
Beijing,Shengming Ma,B,Successful Participant,1322
Qingdao,Weijia Zhao,B,Honorable Mention,984
Xi'an,Qianghua Wang,B,Successful Participant,146
Madison,Saverio E Spagnolie,B,Successful Participant,988
Shanghai,Yuan Luo,B,Honorable Mention,1321
Harbin,Daohua Li,D,Meritorious,1021
Taiyuan,Qing-Kui Li,A,Unsuccessful,1059
Xi'an,Yuqian Yang,D,Meritorious,579
Beijing,li cui,C,Successful Participant,1156
Nanchang,Xiao Shuiming,A,Honorable Mention,141
Shenyang,Long Ma,A,Successful Participant,438
Chengdu,Jian Yuan,A,Successful Participant,486
Guangzhou,Wei-neng Chen,A,Honorable Mention,1506
Dalian,Yongchao Liu,A,Honorable Mention,609
Harbin,Zhichang Guo,B,Successful Participant,1021
Hefei,Qin Xu,D,Meritorious,896
Nanjing,Ying Zhao,C,Honorable Mention,84
xinxiang,hongbin Yu,A,Successful Participant,1641
Chengdu,Lin Bai,D,Successful Participant,243
Beijing,Yong ZUO,A,Successful Participant,1519
Guangzhou,Qinghui Zhang,B,Meritorious,1315
Shenyang,Yang Dongsheng,B,Successful Participant,866
Wuhu,Fulong Chen,A,Successful Participant,568
Beijing,Zhao Xionghu,B,Honorable Mention,106
Hefei,Xiangqi Wang,B,Honorable Mention,776
Zhangye,Lei Ma,A,Successful Participant,535
Tianjin,Junyi GUO,B,Honorable Mention,216
Chengdu,Chuan Ding,D,Honorable Mention,1510
HARBIN,ZHANG XIAOWEI,D,Honorable Mention,1041
Guanghzou,YE Shiqi,A,Meritorious,586
Fuzhou,Xiaowen Tang,A,Successful Participant,872
Guangzhou,wang xia,B,Honorable Mention,1318
Beijing,LiZhuo Zhang,A,Honorable Mention,398
Chongqing,Liuxing Chen,A,Meritorious,362
Liaocheng,Chuanze Niu,B,Successful Participant,711
Baoding,Han Zhuhua,B,Successful Participant,874
Wuhan,Liuyi Zhong,B,Successful Participant,1677
Xuzhou,Yongsheng Wei,C,Meritorious,402
Hohhot,Haitao Han,A,Successful Participant,1484
Beijing,Song Ai bin,A,Successful Participant,1231
Chongqing,Jiming Zheng,A,Honorable Mention,362
Changzhou,Jianpeng Wang,D,Honorable Mention,473
Easton,Thomas Hill,B,Successful Participant,1222
Weihai,Xiaofang Li,B,Successful Participant,757
Haikou,Yan Zhang,A,Honorable Mention,1647
Guangzhou,Yanhui Guan,B,Successful Participant,1315
Jinan,Baodong LIU,A,Meritorious,1349
Chengdu,Jianrong Zhao,A,Successful Participant,138
Shanghai,Meisong Tong,A,Honorable Mention,681
Beijing,Pingwen Zhang,A,Successful Participant,111
Wuhan,HUI PENG,B,Meritorious,36
Shanghai,Meng Zhang,A,Successful Participant,912
Chengdu,Meikai Wan,A,Honorable Mention,303
Quan Zhou,Jianxin Huang,A,Successful Participant,1210
Shanghai,Meisong Tong,B,Honorable Mention,28
Beijing,Jianping Yang,A,Successful Participant,1406
Shenyang,Zhang Li,B,Honorable Mention,972
Beijing,Daquan Jiang,A,Successful Participant,1414
Qingdao,Sun Qingying,A,Honorable Mention,32
Beijing,Huafei Sun,A,Honorable Mention,894
GuangZhou,Lin Zhang,A,Successful Participant,407
Shenzhen,Jingzhi Li,A,Successful Participant,333
Haikou,Yong He,D,Successful Participant,616
Baoding,Yin Liangliang,C,Successful Participant,874
Chongqing,Jian Xiao,A,Successful Participant,1606
Chengdu,Jian Yuan,C,Successful Participant,486
Luoyang,Yingzhao Liu,A,Successful Participant,295
Guangzhou,Weijian Ding,B,Honorable Mention,580
Anshan,Jun Xing,A,Successful Participant,1158
Livonia,Susan A Toma,A,Successful Participant,1542
Jacksonville,Anna V Little,A,Honorable Mention,1269
Xi'an,Ping Lu,D,Honorable Mention,1678
Hefei,Peng Wang,B,Successful Participant,832
Chongqing,Jianwen Xu,B,Successful Participant,231
WuHan,Yongwei Chen,D,Successful Participant,163
Shenyang,Yue Wang,D,Successful Participant,388
Hangzhou City,Dekuang Su,A,Successful Participant,512
Zibo,Feng Sun,B,Successful Participant,877
San Antonio,Hoa Nguyen,A,Honorable Mention,18
Wuhan,WANG WEN BO,A,Successful Participant,1189
Nanjing,Buyang Li,A,Successful Participant,816
Beijing,Junping Du,B,Successful Participant,1519
Beijing,Jianhua Zheng,B,Meritorious,875
Hangzhou,Hua Luo,A,Meritorious,75
Beijing,Gongliu Yang,B,Successful Participant,1566
BeiJing,YuQuan Sun,A,Honorable Mention,1636
Shanghai,Longhua Mu,B,Successful Participant,681
Zhengzhou,Zhang Xiaoyong,A,Successful Participant,42
WuHan,xin long Ren,D,Meritorious,1364
Dalian,Li Xiaoniu,D,Honorable Mention,998
Taiyuan,Zhang Feng,B,Meritorious,221
Beijing,Hongjun LI,A,Successful Participant,1299
Shenyang,Zhu Qian,A,Successful Participant,840
Dalian,Xin Fan,A,Honorable Mention,640
Beijing,Bin Wu,A,Successful Participant,1519
beijing,johnny lee,D,Successful Participant,1630
Xiamen,Jianguo Zhang,A,Successful Participant,1250
Beijing,Yi Chen,D,Meritorious,1519
Chongqing,Renbin He,A,Honorable Mention,231
Shanghai,Zhijie Wen,B,Successful Participant,490
Huntsville,Edward W Swim,A,Successful Participant,447
Beijing,Huaping Xu,B,Successful Participant,1322
Kunming,Haiyan Li,A,Successful Participant,827
Harbin,Minghui Song,D,Honorable Mention,1021
Jinan,Baodong LIU,B,Honorable Mention,27
Shanghai,Yuquan Ye,D,Honorable Mention,390
Beijing,Zuoqiang Shi,C,Honorable Mention,951
Nanchang,Xiao Shuiming,A,Successful Participant,141
Wuhan,Shang Yueyun,B,Honorable Mention,1099
Harbin,Jun Meng,A,Honorable Mention,1260
Shanghai,Zhijie Wen,C,Successful Participant,474
Hengyang,Tang zhigang,B,Honorable Mention,1517
Harbin,Zhenzhong Liu,D,Honorable Mention,1260
Beijing,Xiaobing Ma,A,Finalist,1387
wuhan,feng Jiang,A,Honorable Mention,465
Tianjin,Zixuan Zhu,A,Successful Participant,169
Shenyang,Xin He,A,Honorable Mention,315
Wuhan,Yuanming Hu,A,Successful Participant,1068
Shenyang,Zhiqiang Ding,C,Honorable Mention,1334
Nanjing,Liyan Wang,B,Honorable Mention,1074
Beijing,Hongyi Li,B,Honorable Mention,1322
Beijing,Zhifei Zhang,A,Meritorious,1414
Nanjing,Bennian Dou,A,Meritorious,1627
Beijing,Kedian Mu,A,Meritorious,1414
Tianjin,Liangfu Lv,A,Honorable Mention,1247
Beijing,Qianwei Zhang,A,Successful Participant,1190
Xi'an,Lei Chen,D,Outstanding Winner,598
Lanzhou,FeiYing Yang,B,Successful Participant,643
Chengdu,Changhong Xue,,Successful Participant,486
BEIJING,QIN YANG,B,Successful Participant,61
Maryville,Mary D Shepherd,A,Honorable Mention,476
Beijing,Litao Han,A,Honorable Mention,571
Beijing,Yingfeng Yu,A,Honorable Mention,3
Beijing,Zhaoxu Sun,A,Honorable Mention,306
Berkeley,Jon Wilkening,B,Honorable Mention,718
NANTONG,Yujuan Chen,A,Successful Participant,656
Xi' an,Ping LU,C,Honorable Mention,881
Beijing,Zhaoxiang Li,A,Honorable Mention,619
Xi'an,Wei Lin,C,Honorable Mention,790
Nanjing,Yuming Zhou,B,Honorable Mention,816
Tianjin,XUEWEI CAO,B,Meritorious,378
Qingdao,Gang Dou,A,Successful Participant,1244
Changchun,liu Mingji,B,Successful Participant,658
Clemson,Matthew Macauley,B,Successful Participant,886
Beijing,Jing Zhang,A,Successful Participant,761
Fuzhou,Yudong Xu,C,Honorable Mention,149
Beijing,Chengzhang Wang,A,Honorable Mention,306
XI'AN,Hong'an Yang,D,Successful Participant,1271
Beijing,Zhanyuan Tian,D,Successful Participant,639
Tianjin,Yandong Jiao,C,Successful Participant,623
Tsingtao,CHUNGUANG CHEN,A,Successful Participant,595
Hangzhou,Linlin Fan,C,Honorable Mention,290
Beijing,Guilong Liu,A,Successful Participant,304
Xiamen,Baocan Zhang,B,Successful Participant,1173
Kunming,Baoyun Wang,B,Successful Participant,599
Beijing,Heng Liang,C,Honorable Mention,951
Bengbu,Li Li,B,Successful Participant,590
beijing,li haiyiing,A,Successful Participant,1028
Shenyang,Lang Jun,A,Successful Participant,1482
Shanghai,Li Shunbao,A,Successful Participant,1615
Dalian,Yunjie Zhang,D,Successful Participant,609
Mianyang,Kelong Zheng,D,Successful Participant,389
Changsha,Xinge Liu,D,Meritorious,1378
Shenzhen,Gongnong Li,B,Successful Participant,270
Beijing,Yingzhe Wang,D,Meritorious,74
Jacksonville,Daniel R Moseley,A,Successful Participant,1269
Xiâ€™An,Ping Lu,D,Successful Participant,1303
Guanghzou,FAN Suohai,A,Honorable Mention,586
shenyang,Zhongtang Chen,C,Successful Participant,33
Guangzhou,yun xue,D,Meritorious,1206
Shanghai,Shu-Yi Zhang,D,Successful Participant,1649
Ji'nan,XiaoPeng Ding,A,Successful Participant,829
Weihai,Xiaofang Li,D,Honorable Mention,757
Qingdao,Yinjing Guo,A,Honorable Mention,1244
Xiamen,Meihong Wu,A,Meritorious,1250
Shanghai,Wei Lv,A,Meritorious,704
Baoding,Libin Wang,A,Successful Participant,874
Chengdu,Chuan Ding,A,Honorable Mention,242
Changsha,Dan Wang,D,Meritorious,496
Indianola,Murphy Waggoner,D,Meritorious,1529
Zibo,Shujiang Ding,A,Honorable Mention,352
Beijing,Jun Gao,C,Honorable Mention,1414
Changchun City,qian wang,A,Successful Participant,1441
Qinhuangdao,Shangguo Zhang,B,Honorable Mention,213
Changsha,Xuanyun Qin,B,Meritorious,1378
Beijing,Li Li,D,Honorable Mention,398
Wuhan,Yuanming Hu,B,Meritorious,36
Chongqing,Renbin He,A,Successful Participant,231
Nanjing,Jing Li,A,Honorable Mention,84
SHANGHAI,PENG WANG,A,Successful Participant,1329
Jinan,Baodong LIU,B,Successful Participant,27
Xi'an,Li Bingjie,B,Successful Participant,1621
Beijing,CHEN FENGXIAN,D,Successful Participant,3
Jingzhou,Zhengyao Li,B,Successful Participant,1388
Ji Nan,Yanshuang Meng,A,Honorable Mention,429
Beijing,QUAN ZHENG,A,Honorable Mention,341
Shanghai,Hongjuan Zhang,B,Successful Participant,474
Beijing,Min Han,D,Successful Participant,1239
Nanjing,Feng Wang,B,Honorable Mention,1074
Beijing,Guangdong Huang,C,Successful Participant,1600
Hefei,Lin Zhao,A,Successful Participant,776
Wuhan,Bo Chen,B,Successful Participant,238
Cedar Rapids,Jonathan White,A,Honorable Mention,480
Shanghai,Zhixiong Wu,A,Successful Participant,441
Zibo,Xin Cui,B,Successful Participant,1447
Harbin,Minghui Song,A,Successful Participant,1021
Shenyang,Lianping Yang,A,Honorable Mention,566
Xi'an,Liang Fangchi,A,Honorable Mention,1621
Tongliao,Haishan Han,A,Successful Participant,245
Beijing,YIN CHEN,A,Successful Participant,398
shenyang,Enyang Gao,A,Successful Participant,708
Wuhan,Zhai Yali,B,Meritorious,1212
Hefei,Jinpei Liu,D,Honorable Mention,896
Hangzhou,Xufeng Shang,A,Meritorious,326
Shenzhen,Hong Zheng,A,Successful Participant,551
Guang Zhou,Tan Yang,A,Honorable Mention,1036
Nanjing,Hua Qiu,A,Successful Participant,816
Dezhou,Bo YU,B,Successful Participant,1148
Taian,Wang Lu Xin,B,Successful Participant,350
Xiamen,Weifen Zhuang,D,Successful Participant,1250
Clarksville,Ramanjit K. Sahi,B,Honorable Mention,1266
NanTong,deshu Gong,C,Successful Participant,1423
Beijing,Tianping Shuai,D,Honorable Mention,1519
Beijing,Xuelin Yong,D,Successful Participant,964
Nanjing,Jun Zhang,A,Honorable Mention,1627
Chengdu,Yingyi Tan,A,Successful Participant,322
Shanghai,Xiongda Chen,A,Successful Participant,681
Weihai,Luo Chang,B,Successful Participant,314
Suzhou,Zhenhua Gu,B,Successful Participant,460
Beijing,Qing Song,A,Successful Participant,1519
Chongqing,Demei Yuan,C,Honorable Mention,782
Shenyang,Hongtao Zhang,A,Successful Participant,797
Nanjing,Wei Xu,A,Successful Participant,816
Zhengzhou,Bing Li,D,Honorable Mention,9
Chongqing,Leina Zhao,D,Successful Participant,1592
Shenyang,Xin Junchang,B,Successful Participant,1482
Needham,Aaron Hoffman,A,Meritorious,1294
Chengdu,Shaowen Li,A,Honorable Mention,408
Beijing,Liping Zhang,C,Honorable Mention,364
Beijing,Heng Liang,C,Successful Participant,951
Hefei,Zengming Zhang,A,Successful Participant,776
GuangZhou,Taishan Zeng,A,Successful Participant,282
Beijing,Junxue Jia,A,Honorable Mention,1190
Hong Kong,Daihai He,A,Meritorious,1609
Dalian,Yiwei Liu,D,Honorable Mention,640
Xi'an,Xiao-Jia Liu,A,Honorable Mention,958
Shanghai,LingYu Guo,A,Successful Participant,1321
Bengbu,Zhu Hailong,A,Successful Participant,590
Shenyang,Pang Hali,A,Successful Participant,1482
Hangzhou,Shenghong Li,B,Meritorious,986
Hefei,Zhouwang Yang,A,Successful Participant,479
Shenyang,Yuan Yuan,A,Successful Participant,813
Dalian,Gang Jiatai,D,Successful Participant,1454
Qingdao,Bo Meng,B,Honorable Mention,1244
Shenyang,Tan Shubin,A,Honorable Mention,1482
JINAN,BaoDong Liu,A,Honorable Mention,1374
Beijing,Lizhuo Zhang,C,Honorable Mention,398
Qingdao,Xiujiang Li,A,Successful Participant,905
Shanghai,Alain ChillÃ¨s,A,Honorable Mention,1540
Changsha,Wei He,A,Honorable Mention,1378
Suzhou,Gang Liu,D,Successful Participant,1211
Jinan,Tiande Zhang,A,Honorable Mention,1198
Beijing,Yihong Hu,A,Successful Participant,1519
Beijing,Junqing Chen,B,Honorable Mention,951
Kirksville,Donald J Bindner,A,Honorable Mention,1657
Beijing,Qirong Qiu,A,Successful Participant,964
Beijing,Li Cui,D,Meritorious,1156
Guangzhou,Hongchu Wang,D,Honorable Mention,1206
Shenyang,Han Chong,A,Successful Participant,126
Bengbu,Zhou Maojun,D,Meritorious,590
Durham,Daniel J Teague,C,Honorable Mention,1292
Changsha,Ziyang Mao,D,Honorable Mention,183
Qingdao,Shi Rengang,A,Honorable Mention,32
Tianjin,Guiyuan Jiang,B,Successful Participant,91
Guangzhou,Guimei Luo,B,Honorable Mention,355
Guangzhou,Zhujun Fan,B,Successful Participant,1315
Beijing,Li Cui,A,Successful Participant,1156
Nanjing,Xing Gao,B,Honorable Mention,1539
Beijing,Yan Yu,A,Honorable Mention,975
Beijing,Qiyuan Cheng,C,Honorable Mention,894
Beijing,Jingjing Lian,A,Successful Participant,1519
Zhan Jiang,Ou Xie,D,Meritorious,1639
Shanghai,Jie Qi,A,Successful Participant,125
Fuzhou,Qinghua Chen,B,Successful Participant,1225
Shenyang,JueXian Li,B,Honorable Mention,388
Shenyang,Liu Hongjuan,A,Successful Participant,1279
Beijing,Li Cui,A,Unsuccessful,1156
Chongqing,Yi Yang,B,Honorable Mention,308
BeiJing,Xinchao Zhao,D,Successful Participant,692
Nanjing,Feng Wang,B,Successful Participant,1074
Beijing,Yingzhe Wang,A,Honorable Mention,913
meishan,Xiangbing Chen,A,Successful Participant,153
Sewanee,Doug Drinen,A,Successful Participant,1141
Nanyang,Shaoxian Xu,D,Successful Participant,859
WuHan,Xu Jianhao,B,Successful Participant,1061
Suzhou,Gang Liu,C,Meritorious,1211
Beijing,Jiao Jin,A,Successful Participant,501
Hangzhou,Heyu Wang,A,Honorable Mention,986
Beijing,WeiXing WU,B,Honorable Mention,398
Hefei,Shengwu Jin,A,Successful Participant,1613
Wooster,Robert D Wooster,A,Honorable Mention,144
beijing,Zhaoming Lu,C,Honorable Mention,234
Shenzhen,Gongnong Li,D,Honorable Mention,270
Huanggang,Yue Zheng,A,Successful Participant,458
Mianyang,Peng Zhang,B,Successful Participant,389
HARBIN,ZHANG XIAOWEI,D,Successful Participant,1041
Xi'an,Zhang Hui,B,Honorable Mention,1270
Duluth,Marshall Hampton,A,Honorable Mention,151
Beijing,Shiyu Hu,A,Successful Participant,894
Qingdao,Jinpeng Yu,B,Meritorious,984
Nanjing,Xu Zhifen,A,Successful Participant,49
XI'AN,Xibing SHI,B,Honorable Mention,511
Wuhan,Liu Yongkai,A,Successful Participant,1212
Shanghai,Wang Yi Cheng,A,Successful Participant,390
Dalian,Zhandong Xu,D,Successful Participant,1597
Nanjing,Yuchang Yuan,A,Honorable Mention,851
Beijing,Wei Feng,D,Successful Participant,1322
Tianhe Distric,Shenquan Liu,D,Honorable Mention,1129
Hangzhou,Liang Hua Qiu,A,Successful Participant,689
Changsha,Fangxian Lu,D,Successful Participant,431
Hefei,Jian Ou,B,Successful Participant,499
Athens,Vardges Melkonian,A,Honorable Mention,1521
GuangZhou,Lin Zhang,A,Honorable Mention,407
Jinan,ShuXiang Huang,D,Honorable Mention,366
Wuhan,Zuoqing Chen,A,Successful Participant,475
Chengdu,Jun Hu,D,Honorable Mention,243
Beijing,Jingle Wang,A,Successful Participant,639
Shanghai,Fuping Tan,B,Honorable Mention,1089
Chengdu,Yulan Wang,D,Honorable Mention,243
baoding,Chunru Dong,B,Honorable Mention,1682
Chongqing,Liangcai Zhang,B,Meritorious,231
Nanjing,Ping Huang,D,Successful Participant,84
Yantai,Yujun Yang,A,Honorable Mention,93
Chongqing,Jianwen Xu,B,Honorable Mention,231
Jinan,Baodong LIU,D,Honorable Mention,27
Shanghai,Li Zhang,D,Honorable Mention,681
Shanghai,Chao Cheng,A,Successful Participant,1565
Shanghai,Sihui He,B,Successful Participant,1317
Bandung,Kuntjoro Adji Sidarto,A,Successful Participant,891
Beijing,Bo Zhao,C,Honorable Mention,398
Xi'an,Zeng Jing,B,Honorable Mention,1270
Nanjing,Meng Xu,B,Successful Participant,1627
Shanghai,Duping Yuan,A,Honorable Mention,1321
Chengdu,Tao Liang,A,Honorable Mention,486
Chongqing,Demei Yuan,C,Successful Participant,782
NANTONG,ZHIFENG LU,A,Successful Participant,651
Guangzhou,Yongdong Zhang,A,Successful Participant,1315
Fuzhou,Jianli Chen,B,Successful Participant,1295
